"retailer","store_number","location_id","name","address","address_2","city","state","zip_code","latitude","longitude","phone","active","store_status","web_active","physical_grocery_store","pickup_point_type","price_zone","tax_group","source_query_zip","source_url","source_method","retrieved_at_utc"
"Food Lion","","https://stores.foodlion.com/de/selbyville/32-n-dupont-hwy","Food Lion Grocery Store of Selbyville","32 N Dupont Hwy","","Selbyville","DE","19975","38.458848095323866","-75.2317625284195","(302) 436-9557","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/de/selbyville/32-n-dupont-hwy","official_store_directory","2026-07-31T20:21:40.4931522Z"
"Food Lion","","https://stores.foodlion.com/de/smyrna/215-stadium-st","Food Lion Grocery Store of Smyrna","215 Stadium St","","Smyrna","DE","19977","39.28004262644952","-75.59103906154633","(302) 659-5593","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/de/smyrna/215-stadium-st","official_store_directory","2026-07-31T20:21:42.9677715Z"
"Food Lion","","https://stores.foodlion.com/de/wilmington/4401-governor-printz-blvd","Food Lion Grocery Store of Wilmington","4401 Governor Printz Blvd","","Wilmington","DE","19802","39.75369821305115","-75.51056206226349","(302) 762-2567","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/de/wilmington/4401-governor-printz-blvd","official_store_directory","2026-07-31T20:21:44.3453541Z"
"Food Lion","","https://stores.foodlion.com/ga/adairsville/7409-adairsville-hwy","Food Lion Grocery Store of Adairsville","7409 Adairsville Hwy","","Adairsville","GA","30103","34.37852162114539","-84.93145108222961","(770) 877-9301","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ga/adairsville/7409-adairsville-hwy","official_store_directory","2026-07-31T20:21:45.7501289Z"
"Food Lion","","https://stores.foodlion.com/ga/americus/107-prince-street","Food Lion Grocery Store of 107 Prince Street","107 Prince Street","","Americus","GA","31709","32.07263388004907","-84.22906267960603","(229) 931-6312","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ga/americus/107-prince-street","official_store_directory","2026-07-31T20:21:51.5538502Z"
"Food Lion","","https://stores.foodlion.com/ga/augusta/2115-windsor-spring-rd","Food Lion Grocery Store of Colony Plaza","2115 Windsor Spring Rd","","Augusta","GA","30906","33.40977962439059","-82.02945917844772","(706) 796-8179","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ga/augusta/2115-windsor-spring-rd","official_store_directory","2026-07-31T20:21:52.8685400Z"
"Food Lion","","https://stores.foodlion.com/ga/augusta/3722-mike-padgett-hwy","Food Lion Grocery Store of Goshen Village","3722 Mike Padgett Hwy","","Augusta","GA","30906","33.367492834627434","-81.99394673109055","(706) 560-2539","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ga/augusta/3722-mike-padgett-hwy","official_store_directory","2026-07-31T20:21:56.4552980Z"
"Food Lion","","https://stores.foodlion.com/ga/blakely/12246-columbia-st.-ste.-f","Food Lion Grocery Store of Blakely","12246 Columbia St. Ste. F","","Blakely","GA","39823","31.373821275045824","-84.93828822893059","(229) 723-5115","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ga/blakely/12246-columbia-st.-ste.-f","official_store_directory","2026-07-31T20:21:57.8660852Z"
"Food Lion","","https://stores.foodlion.com/ga/blue-ridge/4295-old-hwy-76","Food Lion Grocery Store of Blue Ridge","4295 Old Hwy 76","","Blue Ridge","GA","30513","34.87360012011236","-84.30804669857025","(706) 258-2223","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ga/blue-ridge/4295-old-hwy-76","official_store_directory","2026-07-31T20:21:59.2440735Z"
"Food Lion","","https://stores.foodlion.com/ga/chickamauga/13311-n-hwy-27","Food Lion Grocery Store of Chickamauga","13311 N Hwy 27","","Chickamauga","GA","30707","34.88891655182767","-85.26981979608536","(706) 375-7124","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ga/chickamauga/13311-n-hwy-27","official_store_directory","2026-07-31T20:22:01.5867480Z"
"Food Lion","","https://stores.foodlion.com/ga/dalton/3925-cleveland-rd","Food Lion Grocery Store of Varnell","3925 Cleveland Rd","","Dalton","GA","30721","34.896827679604556","-84.94786604309411","(706) 694-2470","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ga/dalton/3925-cleveland-rd","official_store_directory","2026-07-31T20:22:03.0016338Z"
"Food Lion","","https://stores.foodlion.com/ga/grovetown/5157-columbia-rd","Food Lion Grocery Store of Grovetown","5157 Columbia Rd","","Grovetown","GA","30813","33.50920965564911","-82.20029979944229","(706) 863-2666","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ga/grovetown/5157-columbia-rd","official_store_directory","2026-07-31T20:22:07.6705312Z"
"Food Lion","","https://stores.foodlion.com/ga/hawkinsville/42-surrey-plz","Food Lion Grocery Store of Hawkinsville","42 Surrey Plz","","Hawkinsville","GA","31036","32.28940789771069","-83.47933319742278","(478) 783-3250","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ga/hawkinsville/42-surrey-plz","official_store_directory","2026-07-31T20:22:10.0633013Z"
"Food Lion","","https://stores.foodlion.com/ga/hinesville/2389-w-hwy-196","Food Lion Grocery Store of Hinesville","2389 W Hwy 196","","Hinesville","GA","31313","31.816395467342993","-81.65062934160233","(912) 369-3090","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ga/hinesville/2389-w-hwy-196","official_store_directory","2026-07-31T20:22:11.6561533Z"
"Food Lion","","https://stores.foodlion.com/ga/pooler/1017-e.-hwy-80","Food Lion Grocery Store of Pooler","1017 E. Hwy 80","","Pooler","GA","31322","32.10845116617573","-81.23405277729034","(912) 748-0943","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ga/pooler/1017-e.-hwy-80","official_store_directory","2026-07-31T20:22:17.1175458Z"
"Food Lion","","https://stores.foodlion.com/ga/port-wentworth/7306-hwy-21","Food Lion Grocery Store of Port Wentworth","7306 Hwy 21","","Port Wentworth","GA","31407","32.19977887336934","-81.19444236703282","(912) 963-9813","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ga/port-wentworth/7306-hwy-21","official_store_directory","2026-07-31T20:22:18.6417679Z"
"Food Lion","","https://stores.foodlion.com/ga/richmond-hill/3500-hwy-17-south","Food Lion Grocery Store of Richmond Hill","3500 Hwy 17 South","","Richmond Hill","GA","31324","31.933946979704555","-81.32455319166183","(912) 756-9929","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ga/richmond-hill/3500-hwy-17-south","official_store_directory","2026-07-31T20:22:22.0119649Z"
"Food Lion","","https://stores.foodlion.com/ga/ringgold/95-poplar-springs-road","Food Lion Grocery Store of Ringgold","95 Poplar Springs Road","","Ringgold","GA","30736","34.90493623135769","-85.13211518526077","(706) 935-5833","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ga/ringgold/95-poplar-springs-road","official_store_directory","2026-07-31T20:22:23.5257098Z"
"Food Lion","","https://stores.foodlion.com/ga/rocky-face/2709-chattanooga-rd","Food Lion Grocery Store of Rocky Face","2709 Chattanooga Rd","","Rocky Face","GA","30740","34.80612635189483","-85.03149211406702","(706) 259-8500","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ga/rocky-face/2709-chattanooga-rd","official_store_directory","2026-07-31T20:22:25.0707435Z"
"Food Lion","","https://stores.foodlion.com/ga/rome/3365-martha-berry-hwy-nw","Food Lion Grocery Store of Rome","3365 Martha Berry Hwy NW","","Rome","GA","30165","34.31863085178438","-85.17398983240128","(706) 232-8553","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ga/rome/3365-martha-berry-hwy-nw","official_store_directory","2026-07-31T20:22:26.5065468Z"
"Food Lion","","https://stores.foodlion.com/ga/savannah/1040-king-george-blvd","Food Lion Grocery Store of Georgetown","1040 King George Blvd","","Savannah","GA","31419","31.986293316575818","-81.2205559015274","(912) 920-2114","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ga/savannah/1040-king-george-blvd","official_store_directory","2026-07-31T20:22:29.2184950Z"
"Food Lion","","https://stores.foodlion.com/ga/savannah/2208-e-derenne-ave","Food Lion Grocery Store of DeRenne Plaza Shopping Center","2208 E Derenne Ave","","Savannah","GA","31406","32.01940425417329","-81.07302099466324","(912) 356-1274","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ga/savannah/2208-e-derenne-ave","official_store_directory","2026-07-31T20:22:30.5231781Z"
"Food Lion","","https://stores.foodlion.com/ga/savannah/8914-white-bluff-road","Food Lion Grocery Store of Savannah","8914 White Bluff Road","","Savannah","GA","31406","31.99517441718636","-81.12397491931915","(912) 925-0755","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ga/savannah/8914-white-bluff-road","official_store_directory","2026-07-31T20:22:31.8892371Z"
"Food Lion","","https://stores.foodlion.com/ky/glasgow/214-s-l-rogers-wells-blvd","Food Lion Grocery Store of Glasgow","214 S L Rogers Wells Blvd","","Glasgow","KY","42141","36.99825815138139","-85.93165988450176","(270) 651-1718","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ky/glasgow/214-s-l-rogers-wells-blvd","official_store_directory","2026-07-31T20:22:40.3178395Z"
"Food Lion","","https://stores.foodlion.com/ky/hopkinsville/4305-canton-pike","Food Lion Grocery Store of Hopkinsville","4305 Canton Pike","","Hopkinsville","KY","42240","36.86032588554495","-87.53893107175827","(270) 889-5364","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ky/hopkinsville/4305-canton-pike","official_store_directory","2026-07-31T20:22:41.7583309Z"
"Food Lion","","https://stores.foodlion.com/ky/hopkinsville/4439-canton-pike","Food Lion Grocery Store of 4439 Canton Pike","4439 Canton Pike","","Hopkinsville","KY","42240","36.85999548511141","-87.51655339861996","","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ky/hopkinsville/4439-canton-pike","official_store_directory","2026-07-31T20:22:43.6228697Z"
"Food Lion","","https://stores.foodlion.com/ky/scottsville/1224-gallatin-road","Food Lion Grocery Store of Scottsville","1224 Gallatin Road","","Scottsville","KY","42164","36.742271569465345","-86.2063130736351","(270) 237-9127","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/ky/scottsville/1224-gallatin-road","official_store_directory","2026-07-31T20:22:45.3847599Z"
"Food Lion","","https://stores.foodlion.com/md/bel-air/2458-churchville-rd","Food Lion Grocery Store of Churchville","2458 Churchville Rd","","Bel Air","MD","21015","39.55674011991154","-76.27185881137848","(410) 399-4186","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/bel-air/2458-churchville-rd","official_store_directory","2026-07-31T20:22:46.9933570Z"
"Food Lion","","https://stores.foodlion.com/md/berlin/10138-old-ocean-city-blvd","Food Lion Grocery Store of Berlin","10138 Old Ocean City Blvd","","Berlin","MD","21811","38.33353535882864","-75.21105587482452","(410) 629-1576","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/berlin/10138-old-ocean-city-blvd","official_store_directory","2026-07-31T20:22:48.7584437Z"
"Food Lion","","https://stores.foodlion.com/md/bryans-road/2960-marshall-hall-rd","Food Lion Grocery Store of Bryans Road","2960 Marshall Hall Rd","","Bryans Road","MD","20616","38.6303739378406","-77.0714682340622","(301) 375-7802","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/bryans-road/2960-marshall-hall-rd","official_store_directory","2026-07-31T20:22:51.4655726Z"
"Food Lion","","https://stores.foodlion.com/md/cambridge/6-washington-street","Food Lion Grocery Store of Cambridge","6 Washington Street","","Cambridge","MD","21613","38.558340714931994","-76.06397688388819","(410) 228-8328","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/cambridge/6-washington-street","official_store_directory","2026-07-31T20:22:53.0600278Z"
"Food Lion","","https://stores.foodlion.com/md/centreville/2466-centreville-rd","Food Lion Grocery Store of Centreville","2466 Centreville Rd","","Centreville","MD","21617","39.030973428214075","-76.07460111379623","(410) 758-1860","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/centreville/2466-centreville-rd","official_store_directory","2026-07-31T20:22:54.8102412Z"
"Food Lion","","https://stores.foodlion.com/md/cockeysville/122-cranbrook-rd","Food Lion Grocery Store of Cockeysville","122 Cranbrook Rd","","Cockeysville","MD","21030","39.46564017147098","-76.63447737693787","(410) 666-9035","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/cockeysville/122-cranbrook-rd","official_store_directory","2026-07-31T20:22:57.3731574Z"
"Food Lion","","https://stores.foodlion.com/md/crisfield/1-jacksonville-road","Food Lion Grocery Store of Crisfield","1 Jacksonville Road","","Crisfield","MD","21817","37.99204080964521","-75.84461241960526","(410) 968-1321","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/crisfield/1-jacksonville-road","official_store_directory","2026-07-31T20:22:58.8780777Z"
"Food Lion","","https://stores.foodlion.com/md/denton/840-5th-street","Food Lion Grocery Store of Denton","840 5Th Street","","Denton","MD","21629","38.872291389615455","-75.82763671875","(410) 479-5350","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/denton/840-5th-street","official_store_directory","2026-07-31T20:23:00.5140611Z"
"Food Lion","","https://stores.foodlion.com/md/edgemere/7514-north-point-road","Food Lion Grocery Store of Edgemere","7514 North Point Road","","Edgemere","MD","21219","39.23642693300698","-76.44088357686991","(410) 477-4784","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/edgemere/7514-north-point-road","official_store_directory","2026-07-31T20:23:01.9965961Z"
"Food Lion","","https://stores.foodlion.com/md/edgewood/2250-hanson-rd","Food Lion Grocery Store of Edgewood","2250 Hanson Rd","","Edgewood","MD","21040","39.428368288727114","-76.29825711250305","(410) 671-6500","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/edgewood/2250-hanson-rd","official_store_directory","2026-07-31T20:23:03.7883774Z"
"Food Lion","","https://stores.foodlion.com/md/elkton/1001-east-pulaski-hwy","Food Lion Grocery Store of Elkton","1001 East Pulaski Hwy","","Elkton","MD","21921","39.60389442630006","-75.79828798770905","(410) 620-3664","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/elkton/1001-east-pulaski-hwy","official_store_directory","2026-07-31T20:23:05.3401708Z"
"Food Lion","","https://stores.foodlion.com/md/essex/1565-hyde-park-rd","Food Lion Grocery Store of Essex","1565 Hyde Park Rd","","Essex","MD","21221","39.2987963403098","-76.43695666464737","(410) 918-0171","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/essex/1565-hyde-park-rd","official_store_directory","2026-07-31T20:23:07.1201621Z"
"Food Lion","","https://stores.foodlion.com/md/finksburg/3000-gamber-road","Food Lion Grocery Store of Finksburg","3000 Gamber Road","","Finksburg","MD","21048","39.49358047300021","-76.89412593841553","(410) 861-8422","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/finksburg/3000-gamber-road","official_store_directory","2026-07-31T20:23:09.9950226Z"
"Food Lion","","https://stores.foodlion.com/md/frederick/6920-crestwood-blvd","Food Lion Grocery Store of Crestwood Plaza","6920 Crestwood Blvd","","Frederick","MD","21703","39.392179232383135","-77.42327749729151","(301) 846-4704","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/frederick/6920-crestwood-blvd","official_store_directory","2026-07-31T20:23:12.8467817Z"
"Food Lion","","https://stores.foodlion.com/md/fruitland/206-n.-fruitland-blvd","Food Lion Grocery Store of Fruitland","206 N. Fruitland Blvd","","Fruitland","MD","21826","38.326966495182155","-75.6181588768959","(410) 341-4125","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/fruitland/206-n.-fruitland-blvd","official_store_directory","2026-07-31T20:23:14.4611233Z"
"Food Lion","","https://stores.foodlion.com/md/glen-burnie/121-crain-hwy-n","Food Lion Grocery Store of Glen Burnie","121 Crain Hwy N","","Glen Burnie","MD","21061","39.1648460365755","-76.62331938743591","(410) 863-4957","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/glen-burnie/121-crain-hwy-n","official_store_directory","2026-07-31T20:23:16.2025608Z"
"Food Lion","","https://stores.foodlion.com/md/glen-burnie/7069-baltimore-annapolis-blvd","Food Lion Grocery Store of Linthicum","7069 Baltimore Annapolis Blvd","","Glen Burnie","MD","21061","39.199676993744994","-76.63976669311529","(410) 684-2068","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/glen-burnie/7069-baltimore-annapolis-blvd","official_store_directory","2026-07-31T20:23:17.8966487Z"
"Food Lion","","https://stores.foodlion.com/md/hanover/2655-annapolis-road","Food Lion Grocery Store of Hanover","2655 Annapolis Road","","Hanover","MD","21076","39.13043059345833","-76.74200713634491","(410) 519-8740","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/hanover/2655-annapolis-road","official_store_directory","2026-07-31T20:23:20.4453709Z"
"Food Lion","","https://stores.foodlion.com/md/laurel/12675-laurel-bowie-rd","Food Lion Grocery Store of Laurel","12675 Laurel Bowie Rd","","Laurel","MD","20708","39.065283331666095","-76.8365228176117","(240) 456-0574","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/laurel/12675-laurel-bowie-rd","official_store_directory","2026-07-31T20:23:21.8861256Z"
"Food Lion","","https://stores.foodlion.com/md/laurel/410-sandy-spring-rd","Food Lion Grocery Store of Laurel","410 Sandy Spring Rd","","Laurel","MD","20707","39.105891649736044","-76.86313569545746","(301) 362-9581","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/laurel/410-sandy-spring-rd","official_store_directory","2026-07-31T20:23:23.3429044Z"
"Food Lion","","https://stores.foodlion.com/md/leonardtown/40955-merchant-lane","Food Lion Grocery Store of Leonardtown","40955 Merchant Lane","","Leonardtown","MD","20650","38.304696942797044","-76.66129142045975","(301) 475-9104","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/leonardtown/40955-merchant-lane","official_store_directory","2026-07-31T20:23:24.9338211Z"
"Food Lion","","https://stores.foodlion.com/md/middle-river/1413-fuselage-ave","Food Lion Grocery Store of Middle River","1413 Fuselage Ave","","Middle River","MD","21220","39.33248007071641","-76.44576519727707","(410) 391-9316","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/middle-river/1413-fuselage-ave","official_store_directory","2026-07-31T20:23:26.4767471Z"
"Food Lion","","https://stores.foodlion.com/md/mount-airy/1312-s.-main-st","Food Lion Grocery Store of Mount Airy","1312 S. Main St","","Mount Airy","MD","21771","39.36704315416391","-77.16688778586177","(301) 829-5966","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/mount-airy/1312-s.-main-st","official_store_directory","2026-07-31T20:23:29.0159598Z"
"Food Lion","","https://stores.foodlion.com/md/new-market/11800-old-national-pike","Food Lion Grocery Store of New Market","11800 Old National Pike","","New Market","MD","21774","39.3835016786081","-77.25434929132462","(301) 865-6950","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/new-market/11800-old-national-pike","official_store_directory","2026-07-31T20:23:30.5228893Z"
"Food Lion","","https://stores.foodlion.com/md/north-east/2500-west-pulasky-hwy","Food Lion Grocery Store of North East","2500 West Pulasky Hwy","","North East","MD","21901","39.605905161302005","-75.9501975774765","(410) 287-5177","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/north-east/2500-west-pulasky-hwy","official_store_directory","2026-07-31T20:23:32.0844276Z"
"Food Lion","","https://stores.foodlion.com/md/ocean-city/11801-coastal-hwy","Food Lion Grocery Store of Ocean City","11801 Coastal Hwy","","Ocean City","MD","21842","38.42395396003935","-75.05775963558193","(410) 524-9039","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/ocean-city/11801-coastal-hwy","official_store_directory","2026-07-31T20:23:33.5214271Z"
"Food Lion","","https://stores.foodlion.com/md/ocean-city/9936-stephen-decatur-hwy","Food Lion Grocery Store of West Ocean City","9936 Stephen Decatur Hwy","","Ocean City","MD","21842","38.335172221922086","-75.11192679405218","(410) 213-0166","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/ocean-city/9936-stephen-decatur-hwy","official_store_directory","2026-07-31T20:23:35.0069714Z"
"Food Lion","","https://stores.foodlion.com/md/odenton/8741-piney-orchard-pkwy","Food Lion Grocery Store of Piney Orchard","8741 Piney Orchard Pkwy","","Odenton","MD","21113","39.065225020430624","-76.7195463180542","(410) 695-0852","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/odenton/8741-piney-orchard-pkwy","official_store_directory","2026-07-31T20:23:36.5908579Z"
"Food Lion","","https://stores.foodlion.com/md/pasadena/350-mountain-road","Food Lion Grocery Store of Pasadena","350 Mountain Road","","Pasadena","MD","21122","39.13178506401443","-76.55713319778442","(410) 255-4626","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/pasadena/350-mountain-road","official_store_directory","2026-07-31T20:23:38.2318421Z"
"Food Lion","","https://stores.foodlion.com/md/perry-hall/8635-walther-blvd","Food Lion Grocery Store of Perry Hall","8635 Walther Blvd","","Perry Hall","MD","21236","39.388775504504984","-76.50749623775482","(410) 663-3207","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/perry-hall/8635-walther-blvd","official_store_directory","2026-07-31T20:23:40.1346746Z"
"Food Lion","","https://stores.foodlion.com/md/princess-anne/12158-brittingham-lane","Food Lion Grocery Store of Princess Anne","12158 Brittingham Lane","","Princess Anne","MD","21853","38.21602662194966","-75.70092380046844","(410) 651-1508","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/princess-anne/12158-brittingham-lane","official_store_directory","2026-07-31T20:23:43.1340593Z"
"Food Lion","","https://stores.foodlion.com/md/randallstown/8508-liberty-road","Food Lion Grocery Store of Randallstown","8508 Liberty Road","","Randallstown","MD","21133","39.36100881612932","-76.77476763725281","(410) 521-7049","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/randallstown/8508-liberty-road","official_store_directory","2026-07-31T20:23:44.9664105Z"
"Food Lion","","https://stores.foodlion.com/md/rockville/845-rockville-pike","Food Lion Grocery Store of Rockville","845 Rockville Pike","","Rockville","MD","20852","39.07402530689836","-77.1378368139267","(301) 251-0184","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/rockville/845-rockville-pike","official_store_directory","2026-07-31T20:23:46.8307350Z"
"Food Lion","","https://stores.foodlion.com/md/salisbury/232-tilghman-rd","Food Lion Grocery Store of Shoppes At Salisbury","232 Tilghman Rd","","Salisbury","MD","21804","38.36792254318183","-75.54919091988268","(410) 742-8155","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/salisbury/232-tilghman-rd","official_store_directory","2026-07-31T20:23:49.4178072Z"
"Food Lion","","https://stores.foodlion.com/md/salisbury/817-snow-hill-road","Food Lion Grocery Store of Salisbury","817 Snow Hill Road","","Salisbury","MD","21804","38.351240130220205","-75.58228969573975","(410) 742-8833","True","ACTIVE","True","True","","","","","https://stores.foodlion.com/md/salisbury/817-snow-hill-road","official_store_directory","2026-07-31T20:23:51.1253590Z"
